MIDAS,Lake,Town(s),Station,Date,Depth,Total P,Sample Type,Qualifier
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,7,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,9,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,13,23,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,18,23,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,23,28,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/17/1996,28,43,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,1,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,3,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,5,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,7,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,9,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,13,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,18,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,23,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/17/1996,28,74,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/23/1997,1,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/23/1997,3,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/23/1997,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/23/1997,7,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,1,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,3,10,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,5,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,7,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,9,10,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,13,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/27/1997,18,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,1,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,3,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,5,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,7,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,9,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,13,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/29/1997,18,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,1,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,3,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,7,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,9,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,13,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,18,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/29/1997,22.5,28,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,1,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,3,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,5,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,13,26,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/25/1997,18,28,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,1,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,3,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,5,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,7,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,9,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,13,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,18,35,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/09/1997,23,26,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,1,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,3,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,5,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,7,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,9,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,13,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,23,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/20/1998,28,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,1,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,3,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,5,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,7,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,9,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,13,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,18,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,23,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/22/1998,28,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,1,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,3,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,5,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,9,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,13,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,18,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,23,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/1998,28,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,1,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,3,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,5,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,9,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,13,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,18,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,23,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/21/1998,28,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,1,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,3,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,7,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,13,51,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,18,38,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,23,36,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/18/1998,28,43,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,1,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,3,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,7,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,9,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,13,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,18,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,23,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/26/1998,28,32,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,1,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,3,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,5,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,7,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,9,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,13,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,18,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,23,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/27/1999,28,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/15/1999,3,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/15/1999,8,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/15/1999,17,10,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/15/1999,23,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,1,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,3,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,5,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,7,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,9,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,13,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,17,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,23,31,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/16/1999,27,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/17/1999,4,10,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/17/1999,11,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/17/1999,16,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/17/1999,22,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,1,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,3,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,5,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,11,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,13,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,23,54,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/18/1999,28,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/19/1999,4,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/19/1999,14,31,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/19/1999,18,29,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/19/1999,21,24,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,1,21,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,3,24,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,5,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,7,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,9,18,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,13,25,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,18,32,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,23,28,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/20/1999,28,30,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,1,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,3,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,5,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,7,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,9,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,13,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/16/2000,18,15,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,1,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,3,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,5,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,7,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,13,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,23,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/29/2000,28,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,1,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,3,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,5,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,9,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,13,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,18,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,07/25/2000,23,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,1,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,3,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,5,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,7,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,9,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,13,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,23,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,08/15/2000,28,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,1,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,3,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,7,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,13,23,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,18,23,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,23,23,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,09/26/2000,28,29,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,1,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,3,22,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,5,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,7,21,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,9,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,13,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,18,19,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,23,20,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,10/20/2000,28,30,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,1,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,3,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,5,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,7,16,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,9,14,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,13,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,23,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,05/04/2001,28,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,1,8,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,3,10,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,5,9,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,7,11,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,9,17,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,13,12,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,18,13,G,PG
5236,Cobbosseecontee Lake,"Litchfield, Manchester, Monmouth, West Gardiner, W",1,06/08/2001,23,16,G,PG
